?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00012174>	Peppermint preparation
<http://purl.obolibrary.org/obo/DRON_00012176>	Phenoperidine
<http://purl.obolibrary.org/obo/DRON_00012179>	placebo
<http://purl.obolibrary.org/obo/DRON_00012181>	Polygeline
<http://purl.obolibrary.org/obo/DRON_00012182>	Poractant alfa
<http://purl.obolibrary.org/obo/DRON_00012187>	POTASSIUM SULFIDE
<http://purl.obolibrary.org/obo/DRON_00012188>	POTASSIUM,CHELATED
<http://purl.obolibrary.org/obo/DRON_00012191>	Pregnenolone
<http://purl.obolibrary.org/obo/DRON_00012193>	Proscillaridin
<http://purl.obolibrary.org/obo/DRON_00012198>	RESPIRATORY VACCINE
<http://purl.obolibrary.org/obo/DRON_00012199>	ROTAVIRUS VACCINE, LIVE
<http://purl.obolibrary.org/obo/DRON_00012200>	Rubella virus vaccine
<http://purl.obolibrary.org/obo/DRON_00012215>	sulthiame
<http://purl.obolibrary.org/obo/DRON_00012216>	Tacrine
<http://purl.obolibrary.org/obo/DRON_00012219>	Thiotepa
<http://purl.obolibrary.org/obo/DRON_00012220>	Thiothixene
<http://purl.obolibrary.org/obo/DRON_00012221>	tiagabine
<http://purl.obolibrary.org/obo/DRON_00012223>	trisodium citrate
<http://purl.obolibrary.org/obo/DRON_00012224>	tropisetron
<http://purl.obolibrary.org/obo/DRON_00012226>	vanadyl sulfate
<http://purl.obolibrary.org/obo/DRON_00012229>	Yucca extract
<http://purl.obolibrary.org/obo/DRON_00012230>	ZINC ASPARTATE
<http://purl.obolibrary.org/obo/DRON_00012231>	zinc carbonate
<http://purl.obolibrary.org/obo/DRON_00012232>	ZINC, CHELATED
<http://purl.obolibrary.org/obo/DRON_00012235>	Gelatin
<http://purl.obolibrary.org/obo/DRON_00012249>	Lipotropic Agents
<http://purl.obolibrary.org/obo/DRON_00012250>	GRAPEFRUIT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00012273>	zinc bromide
<http://purl.obolibrary.org/obo/DRON_00012281>	Burdock root extract
<http://purl.obolibrary.org/obo/DRON_00012284>	Calcium Glucarate
<http://purl.obolibrary.org/obo/DRON_00012287>	CHAMOMILE FLOWERS
<http://purl.obolibrary.org/obo/DRON_00012290>	Damiana extract
<http://purl.obolibrary.org/obo/DRON_00012291>	Dandelion Extract
<http://purl.obolibrary.org/obo/DRON_00012297>	ENZYMES,DIGESTIVE (PLANT)
<http://purl.obolibrary.org/obo/DRON_00012298>	norgestimate
<http://purl.obolibrary.org/obo/DRON_00012309>	ginseng root
<http://purl.obolibrary.org/obo/DRON_00012314>	Hawthorn preparation
<http://purl.obolibrary.org/obo/DRON_00012316>	rennet
<http://purl.obolibrary.org/obo/DRON_00012319>	LICORICE ROOT
<http://purl.obolibrary.org/obo/DRON_00012324>	MILK THISTLE FRUIT
<http://purl.obolibrary.org/obo/DRON_00012325>	mivacurium
<http://purl.obolibrary.org/obo/DRON_00012326>	Mold Extract
<http://purl.obolibrary.org/obo/DRON_00012328>	octanoic acid
<http://purl.obolibrary.org/obo/DRON_00012332>	Pipecuronium
<http://purl.obolibrary.org/obo/DRON_00012339>	Propolis
<http://purl.obolibrary.org/obo/DRON_00012347>	sargramostim
<http://purl.obolibrary.org/obo/DRON_00012349>	SIBERIAN GINSENG ROOT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00012353>	SLIPPERY ELM BARK
<http://purl.obolibrary.org/obo/DRON_00012357>	SIBERIAN GINSENG ROOT
<http://purl.obolibrary.org/obo/DRON_00012364>	BIOFLAVONOID, LEMON
<http://purl.obolibrary.org/obo/DRON_00012376>	Griffonia Preparation
<http://purl.obolibrary.org/obo/DRON_00012386>	Borage extract
<http://purl.obolibrary.org/obo/DRON_00012394>	COLLAGEN HEMOSTAT
<http://purl.obolibrary.org/obo/DRON_00012396>	zinc hydroxide
<http://purl.obolibrary.org/obo/DRON_00012398>	Cobalamins
<http://purl.obolibrary.org/obo/DRON_00012401>	basic aluminum carbonate gel
<http://purl.obolibrary.org/obo/DRON_00012403>	Amodiaquine
<http://purl.obolibrary.org/obo/DRON_00012411>	Charcoal
<http://purl.obolibrary.org/obo/DRON_00012429>	Estrogens
<http://purl.obolibrary.org/obo/DRON_00012430>	Ethchlorvynol
<http://purl.obolibrary.org/obo/DRON_00012431>	ethylnorepinephrine
<http://purl.obolibrary.org/obo/DRON_00012434>	Luteinizing Hormone
<http://purl.obolibrary.org/obo/DRON_00012435>	Follicle Stimulating Hormone
<http://purl.obolibrary.org/obo/DRON_00012438>	Hexobarbital
<http://purl.obolibrary.org/obo/DRON_00012439>	hexocyclium
<http://purl.obolibrary.org/obo/DRON_00012447>	Levomethadyl
<http://purl.obolibrary.org/obo/DRON_00012448>	LIVER,DESICCATED
<http://purl.obolibrary.org/obo/DRON_00012453>	Methandriol
<http://purl.obolibrary.org/obo/DRON_00012455>	Mitotane
<http://purl.obolibrary.org/obo/DRON_00012463>	paramethadione
<http://purl.obolibrary.org/obo/DRON_00012467>	Phenprocoumon
<http://purl.obolibrary.org/obo/DRON_00012469>	Posterior Pituitary Hormones
<http://purl.obolibrary.org/obo/DRON_00012474>	Promazine
<http://purl.obolibrary.org/obo/DRON_00012475>	Propyliodone
<http://purl.obolibrary.org/obo/DRON_00012476>	rescinnamine
<http://purl.obolibrary.org/obo/DRON_00012478>	aminosalicylate
<http://purl.obolibrary.org/obo/DRON_00012482>	Tolazamide
<http://purl.obolibrary.org/obo/DRON_00012488>	Interferon gamma-1b
<http://purl.obolibrary.org/obo/DRON_00012495>	Antimony Potassium Tartrate
<http://purl.obolibrary.org/obo/DRON_00012497>	ethaverine
<http://purl.obolibrary.org/obo/DRON_00012537>	Cantharidin
<http://purl.obolibrary.org/obo/DRON_00012544>	Styramate
<http://purl.obolibrary.org/obo/DRON_00012569>	phenindamine
<http://purl.obolibrary.org/obo/DRON_00012575>	sodium sulfite
<http://purl.obolibrary.org/obo/DRON_00012585>	Petroleum distillate
<http://purl.obolibrary.org/obo/DRON_00012590>	acecarbromal
<http://purl.obolibrary.org/obo/DRON_00012591>	isometheptene
<http://purl.obolibrary.org/obo/DRON_00012592>	acipimox
<http://purl.obolibrary.org/obo/DRON_00012598>	Anethole Trithione
<http://purl.obolibrary.org/obo/DRON_00012603>	benzquinamide
<http://purl.obolibrary.org/obo/DRON_00012605>	Bethanidine
<http://purl.obolibrary.org/obo/DRON_00012626>	dipipanone
<http://purl.obolibrary.org/obo/DRON_00012635>	Ethisterone
<http://purl.obolibrary.org/obo/DRON_00012636>	FERROUS ASPARTATE
<http://purl.obolibrary.org/obo/DRON_00012637>	gliquidone
<http://purl.obolibrary.org/obo/DRON_00012645>	Isradipine
<http://purl.obolibrary.org/obo/DRON_00012647>	Meptazinol
<http://purl.obolibrary.org/obo/DRON_00012648>	Mersalyl
<http://purl.obolibrary.org/obo/DRON_00012653>	Nicardipine
<http://purl.obolibrary.org/obo/DRON_00012655>	nomegestrol
<http://purl.obolibrary.org/obo/DRON_00012673>	Propantheline
<http://purl.obolibrary.org/obo/DRON_00012675>	phenobarbital quinidine
<http://purl.obolibrary.org/obo/DRON_00012681>	Teicoplanin
<http://purl.obolibrary.org/obo/DRON_00012688>	Thyrotropin
<http://purl.obolibrary.org/obo/DRON_00012689>	Tolperisone
<http://purl.obolibrary.org/obo/DRON_00012691>	Sulfamoxole
<http://purl.obolibrary.org/obo/DRON_00012695>	Vidarabine
<http://purl.obolibrary.org/obo/DRON_00012696>	Salicin extract
<http://purl.obolibrary.org/obo/DRON_00012706>	Bisacodyl
<http://purl.obolibrary.org/obo/DRON_00012716>	Factor IX
<http://purl.obolibrary.org/obo/DRON_00012722>	SOY LECITHIN
<http://purl.obolibrary.org/obo/DRON_00012729>	Amprenavir
<http://purl.obolibrary.org/obo/DRON_00012731>	Cellulose, Oxidized
<http://purl.obolibrary.org/obo/DRON_00012733>	MEASLES VIRUS VACCINE,LIVE ATTENUATED
<http://purl.obolibrary.org/obo/DRON_00012734>	Vitamin K 3
<http://purl.obolibrary.org/obo/DRON_00012735>	Methylmethacrylate
<http://purl.obolibrary.org/obo/DRON_00012737>	Strychnine
<http://purl.obolibrary.org/obo/DRON_00012747>	BISMUTH TRIBROMOPHENATE
<http://purl.obolibrary.org/obo/DRON_00012748>	BISMUTH-FORMIC-IODIDE
<http://purl.obolibrary.org/obo/DRON_00012790>	Scarlet Red
<http://purl.obolibrary.org/obo/DRON_00012795>	Thymol iodide
<http://purl.obolibrary.org/obo/DRON_00012797>	asiaticoside
<http://purl.obolibrary.org/obo/DRON_00012813>	strontium chloride
<http://purl.obolibrary.org/obo/DRON_00012825>	iodoxamid
<http://purl.obolibrary.org/obo/DRON_00012829>	FERROUS CACODYLATE
<http://purl.obolibrary.org/obo/DRON_00012830>	Iophendylate
<http://purl.obolibrary.org/obo/DRON_00012831>	Iotrolan
<http://purl.obolibrary.org/obo/DRON_00012838>	pamidronate
<http://purl.obolibrary.org/obo/DRON_00012839>	Sodium phosphate P32
<http://purl.obolibrary.org/obo/DRON_00012840>	digoxin antibodies Fab fragments
<http://purl.obolibrary.org/obo/DRON_00012842>	corticorelin ovine
<http://purl.obolibrary.org/obo/DRON_00012843>	Inamrinone
<http://purl.obolibrary.org/obo/DRON_00012844>	Plicamycin
<http://purl.obolibrary.org/obo/DRON_00012850>	sodium carbonate
<http://purl.obolibrary.org/obo/DRON_00012851>	ferumoxides
<http://purl.obolibrary.org/obo/DRON_00012852>	alloin
<http://purl.obolibrary.org/obo/DRON_00012853>	Ergot preparation
<http://purl.obolibrary.org/obo/DRON_00012855>	hexafluorenium
<http://purl.obolibrary.org/obo/DRON_00012858>	Verteporfin
<http://purl.obolibrary.org/obo/DRON_00012860>	iodixanol
<http://purl.obolibrary.org/obo/DRON_00012861>	ioxilan
<http://purl.obolibrary.org/obo/DRON_00012868>	Xenon
<http://purl.obolibrary.org/obo/DRON_00012869>	Nadroparin
<http://purl.obolibrary.org/obo/DRON_00012870>	Antithrombin III
<http://purl.obolibrary.org/obo/DRON_00012871>	Wheat germ oil
<http://purl.obolibrary.org/obo/DRON_00012875>	Cefamandole
<http://purl.obolibrary.org/obo/DRON_00012876>	methylparaben
<http://purl.obolibrary.org/obo/DRON_00012878>	Capreomycin
<http://purl.obolibrary.org/obo/DRON_00012879>	Cefoperazone
<http://purl.obolibrary.org/obo/DRON_00012880>	Hemin
<http://purl.obolibrary.org/obo/DRON_00012881>	tazobactam
<http://purl.obolibrary.org/obo/DRON_00012882>	Trimetrexate
<http://purl.obolibrary.org/obo/DRON_00012883>	somatrem
<http://purl.obolibrary.org/obo/DRON_00012884>	cytomegalovirus immune globulin
<http://purl.obolibrary.org/obo/DRON_00012885>	Corticotropin-Releasing Hormone
<http://purl.obolibrary.org/obo/DRON_00012886>	tirofiban
<http://purl.obolibrary.org/obo/DRON_00012887>	infliximab
<http://purl.obolibrary.org/obo/DRON_00012888>	Cefmetazole
<http://purl.obolibrary.org/obo/DRON_00012889>	Sincalide
<http://purl.obolibrary.org/obo/DRON_00012890>	BCG Vaccine
<http://purl.obolibrary.org/obo/DRON_00012892>	Vindesine
<http://purl.obolibrary.org/obo/DRON_00012893>	lepirudin
<http://purl.obolibrary.org/obo/DRON_00012895>	ajmalicine
<http://purl.obolibrary.org/obo/DRON_00012896>	Ethylenediamine
<http://purl.obolibrary.org/obo/DRON_00012918>	meglumine ioxithalamate
<http://purl.obolibrary.org/obo/DRON_00012928>	Saccharomyces cerevisiae
<http://purl.obolibrary.org/obo/DRON_00012931>	Eyebright preparation
<http://purl.obolibrary.org/obo/DRON_00012936>	Fennel seed preparation
<http://purl.obolibrary.org/obo/DRON_00012940>	dicalcium phosphate
<http://purl.obolibrary.org/obo/DRON_00012945>	Gamboge
<http://purl.obolibrary.org/obo/DRON_00012946>	ECHINACEA ANGUSTIFOLIA Extract
<http://purl.obolibrary.org/obo/DRON_00012949>	parachlorophenol
<http://purl.obolibrary.org/obo/DRON_00012951>	Bile Salts
<http://purl.obolibrary.org/obo/DRON_00012953>	thyroid (USP)
<http://purl.obolibrary.org/obo/DRON_00012957>	IRON,PEPTONIZED
<http://purl.obolibrary.org/obo/DRON_00012965>	Chromic sulfate
<http://purl.obolibrary.org/obo/DRON_00012969>	quinupristin
<http://purl.obolibrary.org/obo/DRON_00012970>	dalfopristin
<http://purl.obolibrary.org/obo/DRON_00012971>	cetrorelix
<http://purl.obolibrary.org/obo/DRON_00012972>	Caspofungin
<http://purl.obolibrary.org/obo/DRON_00012973>	Tenecteplase
<http://purl.obolibrary.org/obo/DRON_00012974>	Azlocillin
<http://purl.obolibrary.org/obo/DRON_00012975>	Cefonicid
<http://purl.obolibrary.org/obo/DRON_00012976>	cefpirome
<http://purl.obolibrary.org/obo/DRON_00012977>	Human calcitonin
<http://purl.obolibrary.org/obo/DRON_00012978>	Vigabatrin
<http://purl.obolibrary.org/obo/DRON_00012979>	Lodoxamide
<http://purl.obolibrary.org/obo/DRON_00012980>	Aldesleukin
<http://purl.obolibrary.org/obo/DRON_00012981>	Edrophonium
<http://purl.obolibrary.org/obo/DRON_00012982>	gallium nitrate
<http://purl.obolibrary.org/obo/DRON_00012984>	imiglucerase
<http://purl.obolibrary.org/obo/DRON_00012985>	Dextran 75
<http://purl.obolibrary.org/obo/DRON_00012986>	Ritodrine
<http://purl.obolibrary.org/obo/DRON_00012988>	abciximab
<http://purl.obolibrary.org/obo/DRON_00012989>	Trimethaphan
<http://purl.obolibrary.org/obo/DRON_00012990>	Teniposide
<http://purl.obolibrary.org/obo/DRON_00012991>	Cidofovir
<http://purl.obolibrary.org/obo/DRON_00012992>	irinotecan
<http://purl.obolibrary.org/obo/DRON_00012993>	Amsacrine
<http://purl.obolibrary.org/obo/DRON_00012994>	Fleroxacin
<http://purl.obolibrary.org/obo/DRON_00012996>	alatrofloxacin
<http://purl.obolibrary.org/obo/DRON_00012997>	basiliximab
<http://purl.obolibrary.org/obo/DRON_00012998>	eptifibatide
<http://purl.obolibrary.org/obo/DRON_00013000>	Dextran 1
<http://purl.obolibrary.org/obo/DRON_00013001>	Daclizumab
<http://purl.obolibrary.org/obo/DRON_00013002>	MANGAFODIPIR
<http://purl.obolibrary.org/obo/DRON_00013003>	ANTIHEMOPHILIC FACTOR, HUM REC
<http://purl.obolibrary.org/obo/DRON_00013004>	torsemide
<http://purl.obolibrary.org/obo/DRON_00013005>	Busulfan
<http://purl.obolibrary.org/obo/DRON_00013006>	denileukin diftitox
<http://purl.obolibrary.org/obo/DRON_00013009>	Sodium Morrhuate
<http://purl.obolibrary.org/obo/DRON_00013011>	Ornidazole
<http://purl.obolibrary.org/obo/DRON_00013013>	Clodronic Acid
<http://purl.obolibrary.org/obo/DRON_00013014>	tirilazad
<http://purl.obolibrary.org/obo/DRON_00013015>	Reteplase
<http://purl.obolibrary.org/obo/DRON_00013016>	treosulfan
<http://purl.obolibrary.org/obo/DRON_00013019>	iobitridol
<http://purl.obolibrary.org/obo/DRON_00013021>	Enoximone
<http://purl.obolibrary.org/obo/DRON_00013022>	terlipressin
<http://purl.obolibrary.org/obo/DRON_00013023>	lenograstim
<http://purl.obolibrary.org/obo/DRON_00013024>	lanatoside C
<http://purl.obolibrary.org/obo/DRON_00013025>	trastuzumab
<http://purl.obolibrary.org/obo/DRON_00013026>	Dexmedetomidine
<http://purl.obolibrary.org/obo/DRON_00013028>	linezolid
<http://purl.obolibrary.org/obo/DRON_00013029>	ferric oxide, saccharated
<http://purl.obolibrary.org/obo/DRON_00013030>	arsenic trioxide
<http://purl.obolibrary.org/obo/DRON_00013031>	Factor VIIa
<http://purl.obolibrary.org/obo/DRON_00013032>	Alphaprodine
<http://purl.obolibrary.org/obo/DRON_00013033>	ASPARAGINASE
<http://purl.obolibrary.org/obo/DRON_00013035>	Cryptenamine
<http://purl.obolibrary.org/obo/DRON_00013041>	Phenolsulfonphthalein
<http://purl.obolibrary.org/obo/DRON_00013042>	rituximab
<http://purl.obolibrary.org/obo/DRON_00013058>	rimiterol
<http://purl.obolibrary.org/obo/DRON_00013060>	tulobuterol
<http://purl.obolibrary.org/obo/DRON_00013061>	Methoxyflurane
<http://purl.obolibrary.org/obo/DRON_00013062>	bitolterol
<http://purl.obolibrary.org/obo/DRON_00013063>	desflurane
<http://purl.obolibrary.org/obo/DRON_00013068>	CALCIUM ALGINATE
<http://purl.obolibrary.org/obo/DRON_00013076>	rifamycin SV
<http://purl.obolibrary.org/obo/DRON_00013092>	trichlorotrifluoroethane
<http://purl.obolibrary.org/obo/DRON_00013094>	Dichlorotetrafluoroethane
<http://purl.obolibrary.org/obo/DRON_00013113>	lachesine
<http://purl.obolibrary.org/obo/DRON_00013120>	hydroxyethyl cellulose
<http://purl.obolibrary.org/obo/DRON_00013121>	Rose Bengal
<http://purl.obolibrary.org/obo/DRON_00013124>	Dichlorobenzene
<http://purl.obolibrary.org/obo/DRON_00013127>	Methacholine
<http://purl.obolibrary.org/obo/DRON_00013129>	Citrate
<http://purl.obolibrary.org/obo/DRON_00013131>	Guanethidine
<http://purl.obolibrary.org/obo/DRON_00013135>	emedastine
<http://purl.obolibrary.org/obo/DRON_00013136>	Suprofen
<http://purl.obolibrary.org/obo/DRON_00013137>	dapiprazole
<http://purl.obolibrary.org/obo/DRON_00013140>	Demecarium
<http://purl.obolibrary.org/obo/DRON_00013143>	ferrous lactate
<http://purl.obolibrary.org/obo/DRON_00013144>	pemirolast
<http://purl.obolibrary.org/obo/DRON_00013176>	plasma protein fraction
<http://purl.obolibrary.org/obo/DRON_00013185>	Anistreplase
<http://purl.obolibrary.org/obo/DRON_00013188>	Alpha Hydroxy Acids
<http://purl.obolibrary.org/obo/DRON_00013200>	zirconium oxide
<http://purl.obolibrary.org/obo/DRON_00013232>	Cetrimides
<http://purl.obolibrary.org/obo/DRON_00013235>	Chamomile Oil
<http://purl.obolibrary.org/obo/DRON_00013256>	Diflucortolone
<http://purl.obolibrary.org/obo/DRON_00013258>	Eflornithine
<http://purl.obolibrary.org/obo/DRON_00013271>	Mafenide
<http://purl.obolibrary.org/obo/DRON_00013272>	Masoprocol
<http://purl.obolibrary.org/obo/DRON_00013280>	Mupirocin
<http://purl.obolibrary.org/obo/DRON_00013294>	SULFURATED LIME
<http://purl.obolibrary.org/obo/DRON_00013302>	Triacetin
<http://purl.obolibrary.org/obo/DRON_00013304>	Wild yam extract
<http://purl.obolibrary.org/obo/DRON_00013305>	aceclofenac
<http://purl.obolibrary.org/obo/DRON_00013306>	monobenzone
<http://purl.obolibrary.org/obo/DRON_00013308>	bentoquatam
<http://purl.obolibrary.org/obo/DRON_00013313>	butenafine
<http://purl.obolibrary.org/obo/DRON_00013318>	chloroxine
<http://purl.obolibrary.org/obo/DRON_00013327>	cresatin
<http://purl.obolibrary.org/obo/DRON_00013338>	haloprogin
<http://purl.obolibrary.org/obo/DRON_00013341>	meclocycline
<http://purl.obolibrary.org/obo/DRON_00013342>	methyl anthranilate
<http://purl.obolibrary.org/obo/DRON_00013349>	penciclovir
<http://purl.obolibrary.org/obo/DRON_00013355>	sertaconazole
<http://purl.obolibrary.org/obo/DRON_00013356>	sulconazole
<http://purl.obolibrary.org/obo/DRON_00013357>	sulfabenzamide
<http://purl.obolibrary.org/obo/DRON_00013365>	Vibrio cholerae serotype Inaba
<http://purl.obolibrary.org/obo/DRON_00013366>	Vibrio cholerae serotype Ogawa
<http://purl.obolibrary.org/obo/DRON_00013384>	mucopolysaccharide polysulfate
<http://purl.obolibrary.org/obo/DRON_00013388>	Octoxynol
<http://purl.obolibrary.org/obo/DRON_00013426>	raltitrexed
<http://purl.obolibrary.org/obo/DRON_00013428>	Suramin
<http://purl.obolibrary.org/obo/DRON_00013432>	Aclarubicin
<http://purl.obolibrary.org/obo/DRON_00013433>	Factor XIII
<http://purl.obolibrary.org/obo/DRON_00013437>	hemicellulase
<http://purl.obolibrary.org/obo/DRON_00013445>	CALCIUM SACCHARATE
<http://purl.obolibrary.org/obo/DRON_00013452>	Ipecac
<http://purl.obolibrary.org/obo/DRON_00013466>	Nelfinavir
<http://purl.obolibrary.org/obo/DRON_00013467>	Auranofin
<http://purl.obolibrary.org/obo/DRON_00013468>	Acitretin
<http://purl.obolibrary.org/obo/DRON_00013470>	aminosalicylic acid
<http://purl.obolibrary.org/obo/DRON_00013474>	oxaprozin
<http://purl.obolibrary.org/obo/DRON_00013476>	Sirolimus
<http://purl.obolibrary.org/obo/DRON_00013481>	Ceftizoxime
<http://purl.obolibrary.org/obo/DRON_00013482>	tegaserod
<http://purl.obolibrary.org/obo/DRON_00013488>	amlexanox
<http://purl.obolibrary.org/obo/DRON_00013491>	Capromab Pendetide
<http://purl.obolibrary.org/obo/DRON_00013499>	normethadone
<http://purl.obolibrary.org/obo/DRON_00013501>	thyrotropin alfa (USP)
<http://purl.obolibrary.org/obo/DRON_00013505>	respiratory syncytial virus immune globulin intravenous
<http://purl.obolibrary.org/obo/DRON_00013506>	valrubicin
<http://purl.obolibrary.org/obo/DRON_00013510>	trisulfapyrimidine
<http://purl.obolibrary.org/obo/DRON_00013511>	silybin
<http://purl.obolibrary.org/obo/DRON_00013513>	clemizolpenicillin
<http://purl.obolibrary.org/obo/DRON_00013520>	vanillyl-N-nonylamide
<http://purl.obolibrary.org/obo/DRON_00013521>	nicoboxil
<http://purl.obolibrary.org/obo/DRON_00013522>	edoxudine
<http://purl.obolibrary.org/obo/DRON_00013524>	lomifylline
<http://purl.obolibrary.org/obo/DRON_00013529>	noradrenaline theophylline
<http://purl.obolibrary.org/obo/DRON_00013530>	cafedrine
<http://purl.obolibrary.org/obo/DRON_00013537>	calcium pidolate
<http://purl.obolibrary.org/obo/DRON_00013539>	patent blue violet
