?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00011307>	phendimetrazine
<http://purl.obolibrary.org/obo/DRON_00017808>	Malt soup extract
<http://purl.obolibrary.org/obo/DRON_00017827>	Memantine
<http://purl.obolibrary.org/obo/DRON_00020144>	resveratrol
<http://purl.obolibrary.org/obo/DRON_00019914>	ulipristal
<http://purl.obolibrary.org/obo/DRON_00020021>	aliskiren
<http://purl.obolibrary.org/obo/DRON_00019942>	wasabi preparation
<http://purl.obolibrary.org/obo/DRON_00019943>	coffee fruit preparation
<http://purl.obolibrary.org/obo/DRON_00013357>	sulfabenzamide
<http://purl.obolibrary.org/obo/DRON_00019979>	fingolimod
<http://purl.obolibrary.org/obo/DRON_00020290>	Levomefolic Acid
<http://purl.obolibrary.org/obo/DRON_00019985>	Linoleic Acids, Conjugated
<http://purl.obolibrary.org/obo/DRON_00020006>	dabigatran etexilate
<http://purl.obolibrary.org/obo/DRON_00020009>	lurasidone
<http://purl.obolibrary.org/obo/DRON_00017897>	CATALASE
<http://purl.obolibrary.org/obo/DRON_00018273>	chlophedianol
<http://purl.obolibrary.org/obo/DRON_00020025>	vilazodone
<http://purl.obolibrary.org/obo/DRON_00020031>	"6-O-palmitoylascorbic acid"
<http://purl.obolibrary.org/obo/DRON_00020033>	pregna-4,17-diene-3,16-dione
<http://purl.obolibrary.org/obo/DRON_00020032>	Chromium Polynicotinate
<http://purl.obolibrary.org/obo/DRON_00020174>	azilsartan
<http://purl.obolibrary.org/obo/DRON_00020039>	Roflumilast
<http://purl.obolibrary.org/obo/DRON_00018008>	Xylitol
<http://purl.obolibrary.org/obo/DRON_00018009>	Triprolidine
<http://purl.obolibrary.org/obo/DRON_00020081>	abiraterone
<http://purl.obolibrary.org/obo/DRON_00018024>	iron protein succinylate
<http://purl.obolibrary.org/obo/DRON_00011912>	Hydroxyprogesterone
<http://purl.obolibrary.org/obo/DRON_00020189>	Linagliptin
<http://purl.obolibrary.org/obo/DRON_00020085>	boceprevir
<http://purl.obolibrary.org/obo/DRON_00018029>	formic acid
<http://purl.obolibrary.org/obo/DRON_00018030>	Iron-Dextran Complex
<http://purl.obolibrary.org/obo/DRON_00020128>	Rilpivirine
<http://purl.obolibrary.org/obo/DRON_00020088>	telaprevir
<http://purl.obolibrary.org/obo/DRON_00020091>	pimobendan
<http://purl.obolibrary.org/obo/DRON_00020093>	fidaxomicin
<http://purl.obolibrary.org/obo/DRON_00018039>	Collagen
<http://purl.obolibrary.org/obo/DRON_00012986>	Ritodrine
<http://purl.obolibrary.org/obo/DRON_00020096>	ezogabine
<http://purl.obolibrary.org/obo/DRON_00020099>	rivaroxaban
<http://purl.obolibrary.org/obo/DRON_00020104>	Turmeric extract
<http://purl.obolibrary.org/obo/DRON_00020111>	Ticagrelor
<http://purl.obolibrary.org/obo/DRON_00020123>	Ascorbate Manganese
<http://purl.obolibrary.org/obo/DRON_00020124>	L-METHYLFOLATE
<http://purl.obolibrary.org/obo/DRON_00020125>	Azelate
<http://purl.obolibrary.org/obo/DRON_00020130>	toceranib
<http://purl.obolibrary.org/obo/DRON_00020131>	Vemurafenib
<http://purl.obolibrary.org/obo/DRON_00020139>	crizotinib
<http://purl.obolibrary.org/obo/DRON_00018076>	astaxanthin
<http://purl.obolibrary.org/obo/DRON_00018119>	chlorcyclizine
<http://purl.obolibrary.org/obo/DRON_00010608>	difenoxin
<http://purl.obolibrary.org/obo/DRON_00015521>	Penbutolol
<http://purl.obolibrary.org/obo/DRON_00020165>	ruxolitinib
<http://purl.obolibrary.org/obo/DRON_00017044>	Benzydamine
<http://purl.obolibrary.org/obo/DRON_00020176>	Tocopherol
<http://purl.obolibrary.org/obo/DRON_00020187>	vismodegib
<http://purl.obolibrary.org/obo/DRON_00020188>	axitinib
<http://purl.obolibrary.org/obo/DRON_00020190>	ivacaftor
<http://purl.obolibrary.org/obo/DRON_00020194>	POMEGRANATE FRUIT EXTRACT
<http://purl.obolibrary.org/obo/DRON_00016890>	spermaceti
<http://purl.obolibrary.org/obo/DRON_00020205>	robenacoxib
<http://purl.obolibrary.org/obo/DRON_00020212>	avanafil
<http://purl.obolibrary.org/obo/DRON_00020213>	Docosaenoic Acid
<http://purl.obolibrary.org/obo/DRON_00014641>	CHLOROTHEOPHYLLINE
<http://purl.obolibrary.org/obo/DRON_00018184>	Lactobacillus bulgaricus
<http://purl.obolibrary.org/obo/DRON_00011547>	sibutramine
<http://purl.obolibrary.org/obo/DRON_00010691>	Encainide
<http://purl.obolibrary.org/obo/DRON_00010804>	Flurazepam
<http://purl.obolibrary.org/obo/DRON_00013649>	Isoxsuprine
<http://purl.obolibrary.org/obo/DRON_00015231>	Maprotiline
<http://purl.obolibrary.org/obo/DRON_00011024>	Mecamylamine
<http://purl.obolibrary.org/obo/DRON_00011127>	Molindone
<http://purl.obolibrary.org/obo/DRON_00011811>	Moricizine
<http://purl.obolibrary.org/obo/DRON_00011124>	moexipril
<http://purl.obolibrary.org/obo/DRON_00012221>	tiagabine
<http://purl.obolibrary.org/obo/DRON_00020254>	lorcaserin
<http://purl.obolibrary.org/obo/DRON_00020255>	mirabegron
<http://purl.obolibrary.org/obo/DRON_00020278>	icosapent ethyl
<http://purl.obolibrary.org/obo/DRON_00020284>	elvitegravir
<http://purl.obolibrary.org/obo/DRON_00020283>	cobicistat
<http://purl.obolibrary.org/obo/DRON_00020285>	enzalutamide
<http://purl.obolibrary.org/obo/DRON_00020286>	linaclotide
<http://purl.obolibrary.org/obo/DRON_00020287>	bosutinib
<http://purl.obolibrary.org/obo/DRON_00020307>	teriflunomide
<http://purl.obolibrary.org/obo/DRON_00020309>	regorafenib
<http://purl.obolibrary.org/obo/DRON_00018231>	Petrolatum
<http://purl.obolibrary.org/obo/DRON_00020314>	perampanel
<http://purl.obolibrary.org/obo/DRON_00020315>	tofacitinib
<http://purl.obolibrary.org/obo/DRON_00020318>	Phyllanthus emblica fruit extract
<http://purl.obolibrary.org/obo/DRON_00015550>	Phentolamine
<http://purl.obolibrary.org/obo/DRON_00020319>	cabozantinib
